index,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,year,month_remaining_lease,storey_range_low,storey_range_high,lat,lon
22255,2,PUNGGOL,4 ROOM,272A,PUNGGOL WALK,07 TO 09,93.0,13,2014,95 years 03 months,510000.0,2018,1143,7,9,1.40314525876874,103.900666001893
22256,2,PUNGGOL,4 ROOM,271D,PUNGGOL WALK,13 TO 15,92.0,13,2014,95 years 03 months,517888.0,2018,1143,13,15,1.40351432588188,103.90089026171
22257,2,PUNGGOL,4 ROOM,274B,PUNGGOL PLACE,10 TO 12,93.0,13,2013,94 years 06 months,518000.0,2018,1134,10,12,1.40311625745814,103.902287366854
22258,2,PUNGGOL,4 ROOM,288B,PUNGGOL PLACE,13 TO 15,98.0,13,2013,94 years 01 month,518000.0,2018,1129,13,15,1.40267527178479,103.903297450012
22259,2,PUNGGOL,4 ROOM,269C,PUNGGOL FIELD,10 TO 12,93.0,13,2013,93 years 11 months,520000.0,2018,1127,10,12,1.40365203255171,103.898531601376
22260,2,PUNGGOL,4 ROOM,274A,PUNGGOL PLACE,13 TO 15,93.0,13,2013,94 years 05 months,543000.0,2018,1133,13,15,1.40273620716859,103.902352112902
22261,2,PUNGGOL,4 ROOM,306D,PUNGGOL DRIVE,16 TO 18,95.0,13,2012,93 years 05 months,558000.0,2018,1121,16,18,1.40608143462906,103.906438377943
22262,2,PUNGGOL,5 ROOM,171A,EDGEDALE PLAINS,04 TO 06,110.0,5,2004,84 years 11 months,380000.0,2018,1019,4,6,1.39463078246783,103.912293852531
22263,2,PUNGGOL,5 ROOM,103C,EDGEFIELD PLAINS,01 TO 03,110.0,5,2003,84 years 03 months,380000.0,2018,1011,1,3,1.39726660845387,103.90453836308
22264,2,PUNGGOL,5 ROOM,102B,PUNGGOL FIELD,01 TO 03,112.0,5,2002,83 years 09 months,380000.0,2018,1005,1,3,1.39908525778671,103.905471407838
22265,2,PUNGGOL,5 ROOM,199B,PUNGGOL FIELD,04 TO 06,110.0,5,2003,84 years 03 months,405000.0,2018,1011,4,6,1.39996997980383,103.9057511815
22266,2,PUNGGOL,5 ROOM,103C,EDGEFIELD PLAINS,10 TO 12,110.0,5,2003,84 years 03 months,410000.0,2018,1011,10,12,1.39726660845387,103.90453836308
22267,2,PUNGGOL,5 ROOM,173A,PUNGGOL FIELD,10 TO 12,110.0,5,2003,84 years 11 months,412888.0,2018,1019,10,12,1.39701308622338,103.909354092412
22268,2,PUNGGOL,5 ROOM,102C,PUNGGOL FIELD,13 TO 15,110.0,5,2002,83 years 09 months,415000.0,2018,1005,13,15,1.39876127750607,103.90493897318
22269,2,PUNGGOL,5 ROOM,182,EDGEFIELD PLAINS,10 TO 12,110.0,13,2003,84 years 09 months,418000.0,2018,1017,10,12,1.39892179551942,103.909311266559
22270,2,PUNGGOL,5 ROOM,204C,PUNGGOL FIELD,10 TO 12,110.0,5,2004,85 years 09 months,420000.0,2018,1029,10,12,1.39803321474777,103.90307258196
22271,2,PUNGGOL,5 ROOM,648,PUNGGOL CENTRAL,04 TO 06,110.0,13,2005,85 years 11 months,425000.0,2018,1031,4,6,1.3976923979029,103.915171969573
22272,2,PUNGGOL,5 ROOM,196C,PUNGGOL FIELD,13 TO 15,110.0,5,2003,84 years 03 months,425000.0,2018,1011,13,15,1.39927958510349,103.907497649822
22273,2,PUNGGOL,5 ROOM,648,PUNGGOL CENTRAL,13 TO 15,110.0,13,2005,86 years,428888.0,2018,1032,13,15,1.3976923979029,103.915171969573
22274,2,PUNGGOL,5 ROOM,641A,PUNGGOL DRIVE,13 TO 15,112.0,13,2005,85 years 11 months,428888.0,2018,1031,13,15,1.39855482327723,103.917001591598
22275,2,PUNGGOL,5 ROOM,651,PUNGGOL CENTRAL,13 TO 15,110.0,13,2005,86 years,430000.0,2018,1032,13,15,1.39686683341913,103.915410431349
22276,2,PUNGGOL,5 ROOM,173A,PUNGGOL FIELD,07 TO 09,110.0,5,2003,84 years 11 months,430000.0,2018,1019,7,9,1.39701308622338,103.909354092412
22277,2,PUNGGOL,5 ROOM,641C,PUNGGOL DRIVE,13 TO 15,111.0,13,2005,85 years 11 months,440000.0,2018,1031,13,15,1.3989402044243,103.916372554304
22278,2,PUNGGOL,5 ROOM,196A,PUNGGOL FIELD,13 TO 15,110.0,5,2003,84 years 03 months,445000.0,2018,1011,13,15,1.39920394199205,103.906740821201
22279,2,PUNGGOL,5 ROOM,193,EDGEFIELD PLAINS,16 TO 18,110.0,13,2003,84 years 09 months,448000.0,2018,1017,16,18,1.3999679293622,103.90901300279
22280,2,PUNGGOL,5 ROOM,294,PUNGGOL CENTRAL,10 TO 12,110.0,13,2003,84 years 10 months,468000.0,2018,1018,10,12,1.40257181718132,103.904635475422
22281,2,PUNGGOL,5 ROOM,298,PUNGGOL CENTRAL,10 TO 12,111.0,13,2003,84 years 09 months,470000.0,2018,1017,10,12,1.40261722774996,103.905602740145
22282,2,PUNGGOL,5 ROOM,170C,PUNGGOL FIELD,07 TO 09,112.0,5,2014,95 years 02 months,531888.0,2018,1142,7,9,1.39310784191806,103.914546399185
22283,2,PUNGGOL,5 ROOM,289C,PUNGGOL PLACE,04 TO 06,111.0,13,2013,94 years 01 month,535000.0,2018,1129,4,6,1.40154924105211,103.903519454156
22284,2,PUNGGOL,5 ROOM,267A,PUNGGOL FIELD,04 TO 06,115.0,13,2013,93 years 11 months,538888.0,2018,1127,4,6,1.4045590871809,103.897504894239
22285,2,PUNGGOL,5 ROOM,269C,PUNGGOL FIELD,10 TO 12,112.0,13,2013,93 years 11 months,601000.0,2018,1127,10,12,1.40365203255171,103.898531601376
22286,2,PUNGGOL,5 ROOM,270B,PUNGGOL FIELD,07 TO 09,115.0,13,2013,93 years 11 months,620000.0,2018,1127,7,9,1.40410802463256,103.899031895755
22287,2,PUNGGOL,5 ROOM,270C,PUNGGOL FIELD,10 TO 12,113.0,13,2013,93 years 11 months,625000.0,2018,1127,10,12,1.4043154522189,103.898851831195
22288,2,PUNGGOL,5 ROOM,271B,PUNGGOL WALK,04 TO 06,116.0,13,2014,95 years 03 months,640000.0,2018,1143,4,6,1.40417054982357,103.900581094235
22289,2,PUNGGOL,5 ROOM,270B,PUNGGOL FIELD,10 TO 12,115.0,13,2013,93 years 11 months,648000.0,2018,1127,10,12,1.40410802463256,103.899031895755
22290,2,PUNGGOL,5 ROOM,272C,PUNGGOL WALK,04 TO 06,116.0,13,2014,95 years 02 months,648000.0,2018,1142,4,6,1.40285706492636,103.900067172851
22291,2,PUNGGOL,EXECUTIVE,115,EDGEFIELD PLAINS,10 TO 12,130.0,13,2003,84 years 04 months,520000.0,2018,1012,10,12,1.39512854654351,103.907258380479
22292,2,PUNGGOL,EXECUTIVE,117,EDGEFIELD PLAINS,04 TO 06,130.0,13,2003,84 years 04 months,525000.0,2018,1012,4,6,1.3957873517208,103.9066178087
22293,2,PUNGGOL,EXECUTIVE,191,PUNGGOL CENTRAL,04 TO 06,128.0,13,2004,85 years 02 months,563000.0,2018,1022,4,6,1.39951250463624,103.909752732647
22294,2,QUEENSTOWN,2 ROOM,82,COMMONWEALTH CLOSE,04 TO 06,46.0,17,1967,47 years 11 months,205000.0,2018,575,4,6,1.30422050058916,103.800400186159
22295,2,QUEENSTOWN,2 ROOM,83,COMMONWEALTH CLOSE,01 TO 03,46.0,17,1967,47 years 11 months,210000.0,2018,575,1,3,1.30467866112528,103.800423584746
22296,2,QUEENSTOWN,3 ROOM,100,COMMONWEALTH CRESCENT,10 TO 12,59.0,17,1970,51 years 04 months,268000.0,2018,616,10,12,1.30770527644458,103.801272476263
22297,2,QUEENSTOWN,3 ROOM,169,STIRLING ROAD,10 TO 12,60.0,5,1970,51 years 05 months,290000.0,2018,617,10,12,1.29043486528791,103.803105948762
22298,2,QUEENSTOWN,3 ROOM,85,COMMONWEALTH CLOSE,01 TO 03,58.0,17,1967,48 years,298000.0,2018,576,1,3,1.30407495261872,103.79933169089
22299,2,QUEENSTOWN,3 ROOM,100,COMMONWEALTH CRESCENT,07 TO 09,59.0,17,1970,51 years 04 months,303000.0,2018,616,7,9,1.30770527644458,103.801272476263
22300,2,QUEENSTOWN,3 ROOM,84,COMMONWEALTH CLOSE,04 TO 06,58.0,17,1967,48 years,320000.0,2018,576,4,6,1.30363604634114,103.799461668023
22301,2,QUEENSTOWN,3 ROOM,157,MEI LING STREET,13 TO 15,69.0,5,1970,51 years,323000.0,2018,612,13,15,1.29311193242125,103.803730242156
22302,2,QUEENSTOWN,3 ROOM,21,GHIM MOH ROAD,04 TO 06,65.0,5,1977,58 years 03 months,339000.0,2018,699,4,6,1.31010302594118,103.788545950724
22303,2,QUEENSTOWN,3 ROOM,163,STIRLING ROAD,10 TO 12,66.0,5,1970,50 years 11 months,350000.0,2018,611,10,12,1.29187643649549,103.802632277067
22304,2,QUEENSTOWN,3 ROOM,32,HOLLAND CLOSE,07 TO 09,59.0,5,1974,55 years 04 months,355000.0,2018,664,7,9,1.30618489254906,103.796881195019
22305,2,QUEENSTOWN,3 ROOM,5,DOVER CRESCENT,07 TO 09,67.0,12,1979,60 years 09 months,358000.0,2018,729,7,9,1.30406012764311,103.782637200936
22306,2,QUEENSTOWN,3 ROOM,18B,HOLLAND DRIVE,10 TO 12,67.0,8,2012,93 years 08 months,495000.0,2018,1124,10,12,1.31101768983656,103.791451916991
22307,2,QUEENSTOWN,3 ROOM,27,GHIM MOH LINK,16 TO 18,67.0,8,2013,94 years 03 months,595000.0,2018,1131,16,18,1.30837126346035,103.785133508433
22308,2,QUEENSTOWN,4 ROOM,168A,QUEENSWAY,07 TO 09,84.0,5,1974,55 years 05 months,385000.0,2018,665,7,9,1.28928555929927,103.803401515145
22309,2,QUEENSTOWN,4 ROOM,168A,QUEENSWAY,13 TO 15,84.0,5,1974,55 years 04 months,408000.0,2018,664,13,15,1.28928555929927,103.803401515145
22310,2,QUEENSTOWN,4 ROOM,160,MEI LING STREET,13 TO 15,85.0,5,1970,51 years 07 months,515000.0,2018,619,13,15,1.29209690708572,103.804229821165
22311,2,QUEENSTOWN,4 ROOM,6,HOLLAND CLOSE,13 TO 15,86.0,5,1974,55 years 03 months,520000.0,2018,663,13,15,1.30711569200945,103.795264623935
22312,2,QUEENSTOWN,4 ROOM,22,QUEEN'S CLOSE,01 TO 03,106.0,8,1996,77 years 08 months,560000.0,2018,932,1,3,1.29356622858475,103.799622621891
22313,2,QUEENSTOWN,4 ROOM,49,STRATHMORE AVENUE,01 TO 03,90.0,8,2006,87 years 06 months,608888.0,2018,1050,1,3,1.29402164281341,103.808212801667
22314,2,QUEENSTOWN,4 ROOM,62A,STRATHMORE AVENUE,01 TO 03,90.0,8,2011,92 years 07 months,668000.0,2018,1111,1,3,1.29438697520562,103.811426489782
22315,2,QUEENSTOWN,4 ROOM,12,HOLLAND AVENUE,22 TO 24,88.0,5,1975,55 years 11 months,670000.0,2018,671,22,24,1.30935284651406,103.794873297267
22316,2,QUEENSTOWN,4 ROOM,28D,DOVER CRESCENT,10 TO 12,95.0,8,2012,93 years 02 months,682000.0,2018,1118,10,12,1.30608315201391,103.782472428347
22317,2,QUEENSTOWN,4 ROOM,28,GHIM MOH LINK,07 TO 09,92.0,8,2013,94 years 02 months,708000.0,2018,1130,7,9,1.30887985026284,103.784802916649
22318,2,QUEENSTOWN,4 ROOM,50,STRATHMORE AVENUE,25 TO 27,90.0,8,2006,87 years 07 months,720000.0,2018,1051,25,27,1.29384533839787,103.808727859208
22319,2,QUEENSTOWN,4 ROOM,22,GHIM MOH LINK,22 TO 24,92.0,8,2013,94 years 02 months,725000.0,2018,1130,22,24,1.30935676342126,103.785489714945
22320,2,QUEENSTOWN,4 ROOM,62B,STRATHMORE AVENUE,10 TO 12,93.0,8,2011,92 years 06 months,725888.0,2018,1110,10,12,1.2944605758846,103.810978956227
22321,2,QUEENSTOWN,4 ROOM,23,GHIM MOH LINK,25 TO 27,92.0,8,2013,94 years 03 months,743000.0,2018,1131,25,27,1.30863562772071,103.786331973494
22322,2,QUEENSTOWN,4 ROOM,89,TANGLIN HALT ROAD,40 TO 42,85.0,8,2008,89 years 06 months,755000.0,2018,1074,40,42,1.30120035372775,103.798921874569
22323,2,QUEENSTOWN,4 ROOM,89,TANGLIN HALT ROAD,37 TO 39,85.0,8,2008,89 years 06 months,768000.0,2018,1074,37,39,1.30120035372775,103.798921874569
22324,2,QUEENSTOWN,4 ROOM,53,COMMONWEALTH DRIVE,22 TO 24,88.0,8,2015,96 years,800000.0,2018,1152,22,24,1.30205878257013,103.796581739102
22325,2,QUEENSTOWN,4 ROOM,28B,DOVER CRESCENT,31 TO 33,95.0,8,2012,93 years 02 months,805000.0,2018,1118,31,33,1.30544397285961,103.781869025225
22326,2,QUEENSTOWN,4 ROOM,22,GHIM MOH LINK,31 TO 33,93.0,8,2013,94 years 02 months,809000.0,2018,1130,31,33,1.30935676342126,103.785489714945
22327,2,QUEENSTOWN,4 ROOM,129,CLARENCE LANE,16 TO 18,103.0,8,1996,77 years 06 months,818888.0,2018,930,16,18,1.29305554716505,103.814424413285
22328,2,QUEENSTOWN,4 ROOM,18B,HOLLAND DRIVE,34 TO 36,92.0,8,2012,93 years 07 months,838000.0,2018,1123,34,36,1.31101768983656,103.791451916991
22329,2,QUEENSTOWN,5 ROOM,20,HOLLAND DRIVE,04 TO 06,114.0,17,1975,55 years 11 months,638000.0,2018,671,4,6,1.31049160423204,103.79225696682
22330,2,QUEENSTOWN,5 ROOM,133,CLARENCE LANE,01 TO 03,121.0,5,1996,77 years 06 months,700000.0,2018,930,1,3,1.29231647710431,103.814605959416
22331,2,QUEENSTOWN,5 ROOM,21,HOLLAND DRIVE,07 TO 09,117.0,17,1975,55 years 11 months,700000.0,2018,671,7,9,1.3109761247096,103.792379920443
22332,2,QUEENSTOWN,5 ROOM,18,DOVER CRESCENT,28 TO 30,111.0,5,2003,84 years 07 months,790000.0,2018,1015,28,30,1.30808343614203,103.783057196097
22333,2,QUEENSTOWN,5 ROOM,184,STIRLING ROAD,22 TO 24,115.0,5,2000,81 years 11 months,888000.0,2018,983,22,24,1.29560954714992,103.804472923985
22334,2,QUEENSTOWN,5 ROOM,91,TANGLIN HALT ROAD,28 TO 30,110.0,5,2008,89 years 06 months,950000.0,2018,1074,28,30,1.30072792288033,103.799417284922
22335,2,QUEENSTOWN,5 ROOM,83,STRATHMORE AVENUE,19 TO 21,125.0,5,1997,78 years 06 months,1028000.0,2018,942,19,21,1.29464286416414,103.808263951097
22336,2,SEMBAWANG,4 ROOM,479,SEMBAWANG DRIVE,07 TO 09,87.0,10,2000,81 years 06 months,296000.0,2018,978,7,9,1.45244222327433,103.815808054796
22337,2,SEMBAWANG,4 ROOM,314,SEMBAWANG DRIVE,01 TO 03,90.0,10,1999,80 years,305000.0,2018,960,1,3,1.44369870028224,103.821192155791
22338,2,SEMBAWANG,4 ROOM,485,ADMIRALTY LINK,07 TO 09,85.0,10,2003,84 years 05 months,310000.0,2018,1013,7,9,1.45642486305407,103.815857505979
22339,2,SEMBAWANG,4 ROOM,335,SEMBAWANG CLOSE,07 TO 09,100.0,8,1999,80 years 08 months,317000.0,2018,968,7,9,1.44716347336281,103.815013547479
22340,2,SEMBAWANG,4 ROOM,467,ADMIRALTY DRIVE,10 TO 12,102.0,13,2001,82 years 05 months,318800.0,2018,989,10,12,1.45222667691167,103.814425933159
22341,2,SEMBAWANG,4 ROOM,589B,MONTREAL DRIVE,10 TO 12,85.0,10,2002,83 years 10 months,330500.0,2018,1006,10,12,1.44967865537361,103.825477345733
22342,2,SEMBAWANG,4 ROOM,339A,SEMBAWANG CLOSE,04 TO 06,95.0,13,2001,82 years 04 months,338000.0,2018,988,4,6,1.44801536040364,103.81788087791
22343,2,SEMBAWANG,4 ROOM,479,SEMBAWANG DRIVE,13 TO 15,87.0,10,2000,81 years 06 months,340000.0,2018,978,13,15,1.45244222327433,103.815808054796
22344,2,SEMBAWANG,4 ROOM,508B,WELLINGTON CIRCLE,04 TO 06,90.0,8,2004,85 years 06 months,345000.0,2018,1026,4,6,1.45262510110474,103.820909521779
22345,2,SEMBAWANG,4 ROOM,312,SEMBAWANG DRIVE,07 TO 09,101.0,8,1999,80 years 01 month,348000.0,2018,961,7,9,1.44450265839408,103.821009544645
22346,2,SEMBAWANG,4 ROOM,340A,SEMBAWANG CLOSE,10 TO 12,95.0,13,2001,82 years 04 months,350000.0,2018,988,10,12,1.44753390062501,103.81789234547
22347,2,SEMBAWANG,4 ROOM,414,SEMBAWANG DRIVE,07 TO 09,90.0,8,2001,82 years 01 month,350000.0,2018,985,7,9,1.45132454894718,103.818031195261
22348,2,SEMBAWANG,4 ROOM,508A,WELLINGTON CIRCLE,07 TO 09,85.0,8,2004,85 years 06 months,350000.0,2018,1026,7,9,1.45251383070644,103.820519939603
22349,2,SEMBAWANG,4 ROOM,303,CANBERRA ROAD,16 TO 18,100.0,8,1998,79 years 11 months,352000.0,2018,959,16,18,1.44468992379986,103.822441620312
22350,2,SEMBAWANG,4 ROOM,327,SEMBAWANG CRESCENT,10 TO 12,102.0,8,1999,80 years 03 months,357000.0,2018,963,10,12,1.44566382276232,103.8190220705
22351,2,SEMBAWANG,4 ROOM,490,ADMIRALTY LINK,16 TO 18,94.0,8,2010,91 years 06 months,370000.0,2018,1098,16,18,1.45529973571916,103.817240683169
22352,2,SEMBAWANG,5 ROOM,486,ADMIRALTY LINK,04 TO 06,112.0,5,2004,85 years 02 months,353000.0,2018,1022,4,6,1.45602740243461,103.816100124988
22353,2,SEMBAWANG,5 ROOM,588A,MONTREAL DRIVE,04 TO 06,110.0,5,2002,83 years 10 months,360000.0,2018,1006,4,6,1.45035683378178,103.825726692093
22354,2,SEMBAWANG,5 ROOM,483,ADMIRALTY LINK,07 TO 09,111.0,5,2004,85 years 03 months,372000.0,2018,1023,7,9,1.45603699736223,103.815580869079
22355,2,SEMBAWANG,5 ROOM,420,CANBERRA ROAD,07 TO 09,110.0,5,2001,82 years 01 month,372000.0,2018,985,7,9,1.45267974712812,103.818888937745
22356,2,SEMBAWANG,5 ROOM,402,ADMIRALTY LINK,13 TO 15,110.0,5,2001,82 years 02 months,381000.0,2018,986,13,15,1.45389053873224,103.815769086937
22357,2,SEMBAWANG,5 ROOM,588C,MONTREAL DRIVE,13 TO 15,110.0,5,2003,83 years 11 months,390000.0,2018,1007,13,15,1.45048422477721,103.824578498241
22358,2,SEMBAWANG,5 ROOM,354B,ADMIRALTY DRIVE,01 TO 03,110.0,5,2001,82 years 10 months,430000.0,2018,994,1,3,1.45039898878298,103.818680990646
22359,2,SEMBAWANG,5 ROOM,340B,SEMBAWANG CLOSE,13 TO 15,111.0,13,2001,82 years 05 months,450000.0,2018,989,13,15,1.44717581022133,103.818266688906
22360,2,SEMBAWANG,EXECUTIVE,360C,ADMIRALTY DRIVE,04 TO 06,131.0,13,2001,82 years 07 months,450000.0,2018,991,4,6,1.4486749328363,103.814692191276
22361,2,SEMBAWANG,EXECUTIVE,339A,SEMBAWANG CLOSE,07 TO 09,131.0,13,2001,82 years 04 months,453888.0,2018,988,7,9,1.44801536040364,103.81788087791
22362,2,SEMBAWANG,EXECUTIVE,468A,ADMIRALTY DRIVE,13 TO 15,142.0,13,2001,82 years 03 months,470000.0,2018,987,13,15,1.45051331300816,103.813729263582
22363,2,SEMBAWANG,EXECUTIVE,502A,WELLINGTON CIRCLE,04 TO 06,130.0,3,2001,82 years 06 months,470000.0,2018,990,4,6,1.45093008840551,103.821415036965
22364,2,SEMBAWANG,EXECUTIVE,339A,SEMBAWANG CLOSE,07 TO 09,131.0,13,2001,82 years 04 months,477000.0,2018,988,7,9,1.44801536040364,103.81788087791
22365,2,SEMBAWANG,EXECUTIVE,503A,CANBERRA LINK,10 TO 12,130.0,3,2001,82 years 06 months,493000.0,2018,990,10,12,1.45058879786565,103.821649350316
22366,2,SEMBAWANG,EXECUTIVE,588B,MONTREAL DRIVE,10 TO 12,125.0,3,2002,83 years 10 months,520000.0,2018,1006,10,12,1.45043745007348,103.825135383691
22367,2,SENGKANG,2 ROOM,445B,FERNVALE ROAD,22 TO 24,47.0,8,2012,93 years 10 months,258000.0,2018,1126,22,24,1.39224716162446,103.874095130429
22368,2,SENGKANG,3 ROOM,450A,SENGKANG WEST WAY,04 TO 06,67.0,8,2014,95 years 06 months,320000.0,2018,1146,4,6,1.39446814841577,103.873506723327
22369,2,SENGKANG,3 ROOM,438B,SENGKANG WEST AVENUE,10 TO 12,69.0,8,2011,92 years,350000.0,2018,1104,10,12,1.39274518333866,103.877720031685
22370,2,SENGKANG,3 ROOM,441B,FERNVALE ROAD,10 TO 12,69.0,8,2012,93 years 01 month,355000.0,2018,1117,10,12,1.39121038063109,103.874688908059
22371,2,SENGKANG,3 ROOM,209B,COMPASSVALE LANE,13 TO 15,67.0,8,2011,92 years 09 months,358000.0,2018,1113,13,15,1.38381273696568,103.898807645852
22372,2,SENGKANG,4 ROOM,183D,RIVERVALE CRESCENT,07 TO 09,85.0,10,2003,84 years 04 months,323000.0,2018,1012,7,9,1.39145041079796,103.908743124375
22373,2,SENGKANG,4 ROOM,185D,RIVERVALE CRESCENT,10 TO 12,91.0,10,2000,81 years 11 months,325000.0,2018,983,10,12,1.39386699836591,103.906351242369
22374,2,SENGKANG,4 ROOM,306C,ANCHORVALE LINK,07 TO 09,90.0,8,2002,83 years,335000.0,2018,996,7,9,1.38988768950754,103.888114482602
22375,2,SENGKANG,4 ROOM,183D,RIVERVALE CRESCENT,13 TO 15,85.0,10,2003,84 years 04 months,335000.0,2018,1012,13,15,1.39145041079796,103.908743124375
22376,2,SENGKANG,4 ROOM,227C,COMPASSVALE DRIVE,01 TO 03,101.0,8,2000,80 years 11 months,343000.0,2018,971,1,3,1.38680229828816,103.901132950862
22377,2,SENGKANG,4 ROOM,406C,FERNVALE ROAD,10 TO 12,90.0,13,2004,85 years 10 months,345000.0,2018,1030,10,12,1.38867904803847,103.874702601249
22378,2,SENGKANG,4 ROOM,185A,RIVERVALE CRESCENT,07 TO 09,91.0,8,2000,81 years 10 months,345000.0,2018,982,7,9,1.3933223716906,103.907116237157
22379,2,SENGKANG,4 ROOM,121B,RIVERVALE DRIVE,04 TO 06,91.0,8,2000,81 years 05 months,345000.0,2018,977,4,6,1.38635282133169,103.904834771688
22380,2,SENGKANG,4 ROOM,185C,RIVERVALE CRESCENT,16 TO 18,85.0,10,2000,81 years 10 months,350000.0,2018,982,16,18,1.39317369502634,103.906494405169
22381,2,SENGKANG,4 ROOM,125,RIVERVALE STREET,07 TO 09,100.0,8,1999,80 years 03 months,355000.0,2018,963,7,9,1.38897036410307,103.903044791469
22382,2,SENGKANG,4 ROOM,211D,COMPASSVALE LANE,04 TO 06,93.0,8,2013,94 years 01 month,360000.0,2018,1129,4,6,1.38552172050188,103.899866305926
22383,2,SENGKANG,4 ROOM,158D,RIVERVALE CRESCENT,10 TO 12,90.0,13,2003,84 years 07 months,362000.0,2018,1015,10,12,1.38841932024871,103.907241901937
22384,2,SENGKANG,4 ROOM,131,RIVERVALE STREET,07 TO 09,93.0,10,1999,80 years 03 months,365000.0,2018,963,7,9,1.38934424778155,103.903081571286
22385,2,SENGKANG,4 ROOM,185C,RIVERVALE CRESCENT,13 TO 15,88.0,10,2000,81 years 10 months,365000.0,2018,982,13,15,1.39317369502634,103.906494405169
22386,2,SENGKANG,4 ROOM,439A,SENGKANG WEST AVENUE,01 TO 03,94.0,8,2011,92 years 01 month,368000.0,2018,1105,1,3,1.39187523087505,103.877855405656
22387,2,SENGKANG,4 ROOM,410A,FERNVALE ROAD,01 TO 03,95.0,13,2012,93 years 09 months,370000.0,2018,1125,1,3,1.39005269523174,103.875940509386
22388,2,SENGKANG,4 ROOM,211D,COMPASSVALE LANE,04 TO 06,93.0,8,2013,94 years 01 month,375000.0,2018,1129,4,6,1.38552172050188,103.899866305926
22389,2,SENGKANG,4 ROOM,435A,FERNVALE ROAD,07 TO 09,94.0,13,2013,94 years 04 months,380000.0,2018,1132,7,9,1.39339897949587,103.876290547918
22390,2,SENGKANG,4 ROOM,115,RIVERVALE WALK,07 TO 09,102.0,8,1998,79 years 11 months,380000.0,2018,959,7,9,1.38443729931578,103.901309870914
22391,2,SENGKANG,4 ROOM,322A,ANCHORVALE DRIVE,07 TO 09,85.0,10,2002,83 years 03 months,385000.0,2018,999,7,9,1.39152119923122,103.892313717113
22392,2,SENGKANG,4 ROOM,438B,SENGKANG WEST AVENUE,07 TO 09,94.0,8,2011,92 years,390000.0,2018,1104,7,9,1.39274518333866,103.877720031685
22393,2,SENGKANG,4 ROOM,435C,FERNVALE ROAD,10 TO 12,94.0,13,2013,94 years 05 months,400000.0,2018,1133,10,12,1.39359978788204,103.876912987517
22394,2,SENGKANG,4 ROOM,410B,FERNVALE ROAD,10 TO 12,95.0,13,2012,93 years 09 months,403888.0,2018,1125,10,12,1.38978938889476,103.876096713603
22395,2,SENGKANG,4 ROOM,443A,FERNVALE ROAD,10 TO 12,94.0,8,2012,93 years 10 months,408000.0,2018,1126,10,12,1.39118065833884,103.874321610143
22396,2,SENGKANG,4 ROOM,436B,FERNVALE ROAD,16 TO 18,96.0,8,2010,91 years 01 month,410000.0,2018,1093,16,18,1.39287835979949,103.876975719617
22397,2,SENGKANG,4 ROOM,212C,COMPASSVALE DRIVE,04 TO 06,95.0,13,2012,93 years 08 months,415000.0,2018,1124,4,6,1.38599316874489,103.901020686547
22398,2,SENGKANG,4 ROOM,439B,SENGKANG WEST AVENUE,19 TO 21,94.0,8,2011,92 years 01 month,415000.0,2018,1105,19,21,1.39197653860922,103.878309805797
22399,2,SENGKANG,4 ROOM,410C,FERNVALE ROAD,10 TO 12,95.0,13,2012,93 years 09 months,418000.0,2018,1125,10,12,1.38993920373878,103.876479595851
22400,2,SENGKANG,4 ROOM,435A,FERNVALE ROAD,19 TO 21,94.0,13,2013,94 years 04 months,418888.0,2018,1132,19,21,1.39339897949587,103.876290547918
22401,2,SENGKANG,4 ROOM,210C,COMPASSVALE LANE,16 TO 18,97.0,8,2013,94 years,420000.0,2018,1128,16,18,1.38424155856171,103.899542187144
22402,2,SENGKANG,4 ROOM,436B,FERNVALE ROAD,07 TO 09,96.0,8,2010,91 years 01 month,423000.0,2018,1093,7,9,1.39287835979949,103.876975719617
22403,2,SENGKANG,4 ROOM,410C,FERNVALE ROAD,13 TO 15,95.0,13,2012,93 years 09 months,425000.0,2018,1125,13,15,1.38993920373878,103.876479595851
22404,2,SENGKANG,4 ROOM,450A,SENGKANG WEST WAY,22 TO 24,92.0,8,2014,95 years 05 months,427000.0,2018,1145,22,24,1.39446814841577,103.873506723327
22405,2,SENGKANG,4 ROOM,410B,FERNVALE ROAD,22 TO 24,96.0,13,2012,93 years 09 months,440000.0,2018,1125,22,24,1.38978938889476,103.876096713603
22406,2,SENGKANG,4 ROOM,441C,FERNVALE ROAD,22 TO 24,94.0,8,2012,93 years,455000.0,2018,1116,22,24,1.39220060795463,103.874778712417
22407,2,SENGKANG,4 ROOM,268D,COMPASSVALE LINK,07 TO 09,90.0,13,2006,87 years,456000.0,2018,1044,7,9,1.38507930337121,103.89585272192
22408,2,SENGKANG,4 ROOM,265C,COMPASSVALE LINK,04 TO 06,92.0,13,2008,89 years 03 months,463000.0,2018,1071,4,6,1.38208859905342,103.895967834108
22409,2,SENGKANG,4 ROOM,272D,SENGKANG CENTRAL,13 TO 15,90.0,13,2009,90 years 11 months,485000.0,2018,1091,13,15,1.38393100526784,103.893564426812
22410,2,SENGKANG,4 ROOM,271B,SENGKANG CENTRAL,13 TO 15,93.0,13,2010,91 years 03 months,520000.0,2018,1095,13,15,1.38545544642334,103.894490395737
